Trials,MarketCondition,StockPrice,p1Cash,p1Stock,p1TotalAsset,p1Decision,p1ChechHistory
1,1,100,10000,10,11000,no trade,no
2,1,103,10000,10,11030,sell,yes
3,1,100,10103,9,11003,buy,yes
4,1,103,10003,10,11033,sell,no
5,1,98,10106,9,10988,buy,yes
6,1,103,10008,10,11038,no trade,no
7,1,103,10008,10,11038,sell,yes
8,1,100,10111,9,11011,buy,yes
9,1,103,10011,10,11041,sell,no
10,1,98,10114,9,10996,buy,yes
11,1,101,10016,10,11026,sell,yes
12,1,96,10117,9,10981,buy,yes
13,1,101,10021,10,11031,sell,no
14,1,96,10122,9,10986,buy,yes
15,1,99,10026,10,11016,sell,no
16,1,95,10125,9,10980,buy,no
17,1,98,10030,10,11010,sell,yes
18,1,94,10128,9,10974,buy,no
19,1,97,10034,10,11004,sell,no
20,1,93,10131,9,10968,no trade,yes
21,2,96,10131,9,10995,buy,no
22,2,96,10035,10,10995,no trade,yes
23,2,94,10035,10,10975,no trade,yes
24,2,94,10035,10,10975,no trade,yes
25,2,94,10035,10,10975,no trade,yes
26,2,94,10035,10,10975,buy,yes
27,2,100,9941,11,11041,sell,yes
28,2,95,10041,10,10991,buy,yes
29,2,95,9946,11,10991,no trade,yes
30,2,95,9946,11,10991,no trade,yes
31,2,95,9946,11,10991,sell,yes
32,2,93,10041,10,10971,buy,yes
33,2,99,9948,11,11037,sell,yes
34,2,95,10047,10,10997,buy,yes
35,2,101,9952,11,11063,sell,no
36,2,96,10053,10,11013,buy,yes
37,2,102,9957,11,11079,sell,no
38,2,97,10059,10,11029,no trade,yes
39,2,97,10059,10,11029,no trade,yes
40,2,97,10059,10,11029,no trade,yes
41,2,97,10059,10,11029,buy,yes
42,2,103,9962,11,11095,sell,no
43,2,100,10065,10,11065,buy,no
44,2,106,9965,11,11131,sell,no
45,2,103,10071,10,11101,buy,yes
46,2,110,9968,11,11178,sell,yes
47,2,107,10078,10,11148,sell,yes
48,2,104,10185,9,11121,no trade,yes
49,2,104,10185,9,11121,sell,no
50,2,101,10289,8,11097,sell,yes
51,2,98,10390,7,11076,sell,yes
52,2,98,10488,6,11076,sell,no
53,2,96,10586,5,11066,buy,yes
54,2,102,10490,6,11102,sell,no
55,2,97,10592,5,11077,sell,yes
56,2,97,10689,4,11077,sell,no
57,2,95,10786,3,11071,sell,no
58,2,95,10881,2,11071,sell,no
59,2,93,10976,1,11069,sell,no
60,2,91,11069,0,11069,buy,yes
61,3,97,10978,1,11075,sell,yes
62,3,92,11075,0,11075,buy,no
63,3,97,10983,1,11080,sell,yes
64,3,92,11080,0,11080,buy,yes
65,3,97,10988,1,11085,sell,no
66,3,92,11085,0,11085,buy,yes
67,3,95,10993,1,11088,sell,yes
68,3,90,11088,0,11088,buy,yes
69,3,95,10998,1,11093,sell,yes
70,3,90,11093,0,11093,buy,no
71,3,95,11003,1,11098,sell,yes
72,3,86,11098,0,11098,buy,yes
73,3,91,11012,1,11103,sell,yes
74,3,86,11103,0,11103,no trade,yes
75,3,86,11103,0,11103,no trade,yes
76,3,86,11103,0,11103,no trade,yes
77,3,86,11103,0,11103,no trade,yes
78,3,86,11103,0,11103,no trade,no
79,3,81,11103,0,11103,no trade,yes
80,3,81,11103,0,11103,no trade,yes
81,3,81,11103,0,11103,buy,yes
82,3,84,11022,1,11106,sell,no
83,3,79,11106,0,11106,buy,yes
84,3,82,11027,1,11109,sell,no
85,3,78,11109,0,11109,buy,no
86,3,81,11031,1,11112,sell,yes
87,3,73,11112,0,11112,buy,no
88,3,76,11039,1,11115,sell,no
89,3,69,11115,0,11115,buy,no
90,3,72,11046,1,11118,sell,no
91,3,68,11118,0,11118,buy,yes
92,3,71,11050,1,11121,sell,yes
93,3,64,11121,0,11121,buy,yes
94,3,66,11057,1,11123,sell,yes
95,3,63,11123,0,11123,buy,yes
96,3,65,11060,1,11125,sell,yes
97,3,59,11125,0,11125,buy,yes
98,3,61,11066,1,11127,sell,yes
99,3,58,11127,0,11127,no trade,yes
100,3,58,11127,0,11127,no trade,yes
101,3,58,11127,0,11127,,
