Trials,MarketCondition,StockPrice,p1Cash,p1Stock,p1TotalAsset,p1Decision,p1ChechHistory
1,1,100,10000,10,11000,no trade,no
2,1,97,10000,10,10970,buy,yes
3,1,100,9903,11,11003,buy,yes
4,1,100,9803,12,11003,no trade,yes
5,1,97,9803,12,10967,no trade,yes
6,1,97,9803,12,10967,sell,yes
7,1,95,9900,11,10945,buy,yes
8,1,98,9805,12,10981,sell,yes
9,1,94,9903,11,10937,sell,yes
10,1,92,9997,10,10917,sell,yes
11,1,92,10089,9,10917,sell,yes
12,1,90,10181,8,10901,sell,yes
13,1,86,10271,7,10873,sell,yes
14,1,82,10357,6,10849,sell,yes
15,1,78,10439,5,10829,sell,yes
16,1,75,10517,4,10817,buy,yes
17,1,78,10442,5,10832,sell,yes
18,1,75,10520,4,10820,sell,yes
19,1,73,10595,3,10814,sell,yes
20,1,71,10668,2,10810,sell,yes
21,2,69,10739,1,10808,no trade,yes
22,2,69,10739,1,10808,buy,yes
23,2,74,10670,2,10818,sell,yes
24,2,71,10744,1,10815,no trade,yes
25,2,71,10744,1,10815,no trade,yes
26,2,71,10744,1,10815,no trade,yes
27,2,71,10744,1,10815,sell,yes
28,2,71,10815,0,10815,no trade,yes
29,2,71,10815,0,10815,no trade,yes
30,2,71,10815,0,10815,no trade,yes
31,2,69,10815,0,10815,buy,yes
32,2,76,10746,1,10822,buy,yes
33,2,76,10670,2,10822,no trade,yes
34,2,76,10670,2,10822,no trade,yes
35,2,76,10670,2,10822,no trade,yes
36,2,76,10670,2,10822,no trade,yes
37,2,76,10670,2,10822,no trade,yes
38,2,76,10670,2,10822,no trade,yes
39,2,74,10670,2,10818,no trade,yes
40,2,74,10670,2,10818,no trade,yes
41,2,79,10670,2,10828,no trade,yes
42,2,77,10670,2,10824,no trade,yes
43,2,77,10670,2,10824,no trade,yes
44,2,77,10670,2,10824,no trade,yes
45,2,77,10670,2,10824,no trade,yes
46,2,82,10670,2,10834,sell,yes
47,2,78,10752,1,10830,no trade,yes
48,2,83,10752,1,10835,sell,yes
49,2,79,10835,0,10835,no trade,yes
50,2,84,10835,0,10835,no trade,yes
51,2,82,10835,0,10835,no trade,yes
52,2,82,10835,0,10835,no trade,yes
53,2,82,10835,0,10835,no trade,yes
54,2,82,10835,0,10835,no trade,yes
55,2,87,10835,0,10835,buy,yes
56,2,87,10748,1,10835,no trade,yes
57,2,87,10748,1,10835,no trade,yes
58,2,87,10748,1,10835,no trade,yes
59,2,87,10748,1,10835,no trade,yes
60,2,87,10748,1,10835,no trade,yes
61,3,87,10748,1,10835,no trade,yes
62,3,90,10748,1,10838,no trade,yes
63,3,90,10748,1,10838,no trade,yes
64,3,90,10748,1,10838,sell,yes
65,3,85,10838,0,10838,no trade,yes
66,3,88,10838,0,10838,no trade,yes
67,3,88,10838,0,10838,no trade,no
68,3,91,10838,0,10838,no trade,no
69,3,86,10838,0,10838,no trade,no
70,3,81,10838,0,10838,no trade,yes
71,3,77,10838,0,10838,buy,yes
72,3,81,10761,1,10842,buy,yes
73,3,81,10680,2,10842,buy,yes
74,3,86,10599,3,10857,sell,yes
75,3,86,10685,2,10857,buy,yes
76,3,86,10599,3,10857,buy,yes
77,3,89,10513,4,10869,buy,yes
78,3,92,10424,5,10884,no trade,yes
79,3,92,10424,5,10884,sell,yes
80,3,83,10516,4,10848,sell,yes
81,3,83,10599,3,10848,buy,yes
82,3,86,10516,4,10860,sell,yes
83,3,81,10602,3,10845,sell,yes
84,3,77,10683,2,10837,buy,yes
85,3,81,10606,3,10849,sell,yes
86,3,73,10687,2,10833,buy,yes
87,3,77,10614,3,10845,no trade,yes
88,3,73,10614,3,10833,sell,yes
89,3,69,10687,2,10825,sell,yes
90,3,69,10756,1,10825,no trade,yes
91,3,65,10756,1,10821,sell,yes
92,3,62,10821,0,10821,no trade,yes
93,3,62,10821,0,10821,no trade,yes
94,3,62,10821,0,10821,no trade,yes
95,3,59,10821,0,10821,no trade,yes
96,3,59,10821,0,10821,no trade,yes
97,3,59,10821,0,10821,no trade,yes
98,3,59,10821,0,10821,no trade,yes
99,3,59,10821,0,10821,no trade,yes
100,3,59,10821,0,10821,no trade,yes
101,3,59,10821,0,10821,,
