Trials,MarketCondition,StockPrice,p2Cash,p2Stock,p2TotalAsset,p2Decision,p2ChechHistory
1,1,100,10000,10,11000,buy,no
2,1,105,9900,11,11055,buy,no
3,1,111,9795,12,11127,buy,yes
4,1,117,9684,13,11205,buy,yes
5,1,117,9567,14,11205,buy,yes
6,1,123,9450,15,11295,sell,yes
7,1,117,9573,14,11211,buy,yes
8,1,121,9456,15,11271,sell,yes
9,1,115,9577,14,11187,no trade,yes
10,1,119,9577,14,11243,buy,yes
11,1,125,9458,15,11333,sell,yes
12,1,119,9583,14,11249,buy,yes
13,1,125,9464,15,11339,buy,yes
14,1,132,9339,16,11451,buy,yes
15,1,139,9207,17,11570,sell,yes
16,1,133,9346,16,11474,sell,yes
17,1,133,9479,15,11474,sell,yes
18,1,127,9612,14,11390,buy,yes
19,1,127,9485,15,11390,sell,yes
20,1,121,9612,14,11306,sell,yes
21,2,115,9733,13,11228,buy,yes
22,2,127,9618,14,11396,sell,yes
23,2,121,9745,13,11318,buy,yes
24,2,134,9624,14,11500,buy,yes
25,2,134,9490,15,11500,sell,yes
26,2,128,9624,14,11416,sell,yes
27,2,122,9752,13,11338,sell,yes
28,2,116,9874,12,11266,sell,yes
29,2,116,9990,11,11266,buy,yes
30,2,116,9874,12,11266,no trade,yes
31,2,123,9874,12,11350,sell,yes
32,2,117,9997,11,11284,sell,yes
33,2,117,10114,10,11284,sell,yes
34,2,117,10231,9,11284,buy,yes
35,2,129,10114,10,11404,sell,yes
36,2,123,10243,9,11350,buy,yes
37,2,123,10120,10,11350,buy,yes
38,2,123,9997,11,11350,buy,yes
39,2,123,9874,12,11350,no trade,yes
40,2,120,9874,12,11314,no trade,yes
41,2,117,9874,12,11278,buy,yes
42,2,129,9757,13,11434,sell,yes
43,2,123,9886,12,11362,sell,yes
44,2,117,10009,11,11296,no trade,yes
45,2,125,10009,11,11384,sell,yes
46,2,119,10134,10,11324,no trade,yes
47,2,127,10134,10,11404,no trade,yes
48,2,124,10134,10,11374,no trade,yes
49,2,121,10134,10,11344,no trade,yes
50,2,118,10134,10,11314,sell,yes
51,2,118,10252,9,11314,no trade,yes
52,2,126,10252,9,11386,sell,yes
53,2,120,10378,8,11338,no trade,yes
54,2,128,10378,8,11402,sell,yes
55,2,122,10506,7,11360,buy,yes
56,2,122,10384,8,11360,buy,no
57,2,122,10262,9,11360,buy,yes
58,2,122,10140,10,11360,sell,yes
59,2,122,10262,9,11360,buy,yes
60,2,122,10140,10,11360,sell,yes
61,3,122,10262,9,11360,sell,no
62,3,122,10384,8,11360,buy,yes
63,3,122,10262,9,11360,buy,no
64,3,122,10140,10,11360,no trade,yes
65,3,126,10140,10,11400,buy,yes
66,3,126,10014,11,11400,buy,yes
67,3,133,9888,12,11484,buy,yes
68,3,133,9755,13,11484,buy,yes
69,3,137,9622,14,11540,buy,yes
70,3,144,9485,15,11645,sell,yes
71,3,136,9629,14,11533,sell,no
72,3,123,9765,13,11364,buy,yes
73,3,130,9642,14,11462,sell,yes
74,3,117,9772,13,11293,buy,yes
75,3,123,9655,14,11377,buy,yes
76,3,130,9532,15,11482,sell,yes
77,3,117,9662,14,11300,sell,yes
78,3,117,9779,13,11300,sell,yes
79,3,117,9896,12,11300,sell,no
80,3,117,10013,11,11300,sell,no
81,3,117,10130,10,11300,sell,no
82,3,117,10247,9,11300,sell,no
83,3,117,10364,8,11300,buy,yes
84,3,123,10247,9,11354,buy,yes
85,3,123,10124,10,11354,sell,yes
86,3,111,10247,9,11246,buy,yes
87,3,117,10136,10,11306,buy,yes
88,3,123,10019,11,11372,sell,no
89,3,111,10142,10,11252,sell,no
90,3,111,10253,9,11252,buy,yes
91,3,117,10142,10,11312,no trade,yes
92,3,121,10142,10,11352,sell,yes
93,3,121,10263,9,11352,sell,yes
94,3,121,10384,8,11352,sell,yes
95,3,109,10505,7,11268,sell,yes
96,3,109,10614,6,11268,sell,yes
97,3,109,10723,5,11268,no trade,yes
98,3,113,10723,5,11288,sell,no
99,3,113,10836,4,11288,sell,yes
100,3,113,10949,3,11288,no trade,yes
101,3,117,10949,3,11300,,
