Trials,MarketCondition,StockPrice,p2Cash,p2Stock,p2TotalAsset,p2Decision,p2ChechHistory
1,1,100,10000,10,11000,buy,no
2,1,103,9900,11,11033,sell,no
3,1,100,10003,10,11003,no trade,no
4,1,103,10003,10,11033,sell,no
5,1,103,10106,9,11033,no trade,no
6,1,103,10106,9,11033,buy,no
7,1,103,10003,10,11033,sell,no
8,1,103,10106,9,11033,sell,no
9,1,98,10209,8,10993,buy,no
10,1,98,10111,9,10993,no trade,no
11,1,96,10111,9,10975,buy,no
12,1,96,10015,10,10975,no trade,no
13,1,94,10015,10,10955,buy,no
14,1,99,9921,11,11010,sell,no
15,1,97,10020,10,10990,no trade,no
16,1,95,10020,10,10970,buy,no
17,1,100,9925,11,11025,sell,no
18,1,97,10025,10,10995,buy,no
19,1,102,9928,11,11050,no trade,no
20,1,99,9928,11,11017,buy,no
21,2,99,9829,12,11017,no trade,no
22,2,105,9829,12,11089,no trade,no
23,2,102,9829,12,11053,no trade,no
24,2,99,9829,12,11017,buy,no
25,2,109,9730,13,11147,sell,no
26,2,104,9839,12,11087,sell,no
27,2,99,9943,11,11032,no trade,no
28,2,99,9943,11,11032,no trade,no
29,2,97,9943,11,11010,buy,no
30,2,107,9846,12,11130,sell,no
31,2,102,9953,11,11075,sell,no
32,2,99,10055,10,11045,no trade,no
33,2,105,10055,10,11105,sell,no
34,2,100,10160,9,11060,no trade,no
35,2,100,10160,9,11060,no trade,no
36,2,97,10160,9,11033,buy,no
37,2,107,10063,10,11133,sell,no
38,2,102,10170,9,11088,sell,no
39,2,97,10272,8,11048,buy,no
40,2,103,10175,9,11102,sell,no
41,2,98,10278,8,11062,buy,no
42,2,108,10180,9,11152,sell,no
43,2,103,10288,8,11112,sell,no
44,2,98,10391,7,11077,buy,no
45,2,108,10293,8,11157,sell,no
46,2,103,10401,7,11122,no trade,no
47,2,103,10401,7,11122,no trade,no
48,2,103,10401,7,11122,sell,no
49,2,100,10504,6,11104,no trade,no
50,2,100,10504,6,11104,buy,no
51,2,106,10404,7,11146,sell,no
52,2,103,10510,6,11128,no trade,no
53,2,103,10510,6,11128,no trade,no
54,2,103,10510,6,11128,no trade,no
55,2,103,10510,6,11128,sell,no
56,2,100,10613,5,11113,buy,no
57,2,111,10513,6,11179,sell,no
58,2,106,10624,5,11154,sell,no
59,2,106,10730,4,11154,no trade,no
60,2,113,10730,4,11182,sell,no
61,3,108,10843,3,11167,no trade,no
62,3,108,10843,3,11167,no trade,no
63,3,102,10843,3,11149,no trade,no
64,3,102,10843,3,11149,no trade,no
65,3,106,10843,3,11161,no trade,no
66,3,100,10843,3,11143,no trade,no
67,3,103,10843,3,11152,no trade,no
68,3,97,10843,3,11134,buy,no
69,3,102,10746,4,11154,no trade,no
70,3,96,10746,4,11130,buy,no
71,3,101,10650,5,11155,no trade,no
72,3,95,10650,5,11125,buy,no
73,3,100,10555,6,11155,no trade,no
74,3,103,10555,6,11173,sell,no
75,3,103,10658,5,11173,no trade,no
76,3,107,10658,5,11193,sell,no
77,3,97,10765,4,11153,buy,no
78,3,100,10668,5,11168,no trade,no
79,3,94,10668,5,11138,buy,no
80,3,99,10574,6,11168,no trade,no
81,3,99,10574,6,11168,no trade,no
82,3,102,10574,6,11186,no trade,no
83,3,102,10574,6,11186,no trade,no
84,3,96,10574,6,11150,buy,no
85,3,101,10478,7,11185,sell,no
86,3,91,10579,6,11125,buy,no
87,3,96,10488,7,11160,no trade,no
88,3,91,10488,7,11125,buy,no
89,3,91,10397,8,11125,no trade,yes
90,3,86,10397,8,11085,no trade,no
91,3,89,10397,8,11109,no trade,no
92,3,84,10397,8,11069,no trade,no
93,3,87,10397,8,11093,no trade,no
94,3,82,10397,8,11053,buy,no
95,3,87,10315,9,11098,sell,no
96,3,79,10402,8,11034,buy,no
97,3,82,10323,9,11061,sell,no
98,3,74,10405,8,10997,no trade,no
99,3,74,10405,8,10997,no trade,no
100,3,74,10405,8,10997,buy,yes
101,3,77,10331,9,11024,,
