Trials,MarketCondition,StockPrice,p2Cash,p2Stock,p2TotalAsset,p2Decision,p2ChechHistory
1,1,100,10000,10,11000,sell,no
2,1,95,10100,9,10955,buy,yes
3,1,95,10005,10,10955,no trade,no
4,1,93,10005,10,10935,no trade,no
5,1,93,10005,10,10935,no trade,yes
6,1,91,10005,10,10915,buy,yes
7,1,91,9914,11,10915,no trade,yes
8,1,91,9914,11,10915,sell,yes
9,1,89,10005,10,10895,buy,yes
10,1,92,9916,11,10928,buy,yes
11,1,92,9824,12,10928,buy,yes
12,1,95,9732,13,10967,no trade,yes
13,1,93,9732,13,10941,buy,yes
14,1,96,9639,14,10983,buy,no
15,1,99,9543,15,11028,sell,yes
16,1,99,9642,14,11028,sell,yes
17,1,97,9741,13,11002,sell,yes
18,1,93,9838,12,10954,no trade,yes
19,1,93,9838,12,10954,buy,yes
20,1,98,9745,13,11019,sell,yes
21,2,94,9843,12,10971,no trade,yes
22,2,100,9843,12,11043,sell,yes
23,2,97,9943,11,11010,no trade,yes
24,2,97,9943,11,11010,sell,yes
25,2,93,10040,10,10970,no trade,yes
26,2,93,10040,10,10970,buy,yes
27,2,99,9947,11,11036,buy,yes
28,2,105,9848,12,11108,sell,yes
29,2,100,9953,11,11053,sell,yes
30,2,95,10053,10,11003,no trade,yes
31,2,101,10053,10,11063,sell,yes
32,2,96,10154,9,11018,buy,yes
33,2,106,10058,10,11118,no trade,yes
34,2,103,10058,10,11088,buy,yes
35,2,103,9955,11,11088,sell,yes
36,2,103,10058,10,11088,sell,yes
37,2,100,10161,9,11061,sell,yes
38,2,95,10261,8,11021,no trade,yes
39,2,101,10261,8,11069,sell,yes
40,2,98,10362,7,11048,no trade,yes
41,2,98,10362,7,11048,buy,no
42,2,108,10264,8,11128,no trade,yes
43,2,105,10264,8,11104,sell,yes
44,2,102,10369,7,11083,no trade,yes
45,2,102,10369,7,11083,no trade,yes
46,2,99,10369,7,11062,buy,yes
47,2,109,10270,8,11142,sell,yes
48,2,104,10379,7,11107,sell,yes
49,2,101,10483,6,11089,sell,yes
50,2,98,10584,5,11074,no trade,yes
51,2,104,10584,5,11104,sell,yes
52,2,99,10688,4,11084,buy,yes
53,2,109,10589,5,11134,sell,yes
54,2,104,10698,4,11114,sell,yes
55,2,101,10802,3,11105,no trade,yes
56,2,101,10802,3,11105,no trade,yes
57,2,101,10802,3,11105,sell,yes
58,2,101,10903,2,11105,sell,yes
59,2,98,11004,1,11102,no trade,yes
60,2,98,11004,1,11102,buy,yes
61,3,108,10906,2,11122,sell,yes
62,3,98,11014,1,11112,buy,yes
63,3,103,10916,2,11122,sell,yes
64,3,93,11019,1,11112,buy,yes
65,3,98,10926,2,11122,buy,yes
66,3,101,10828,3,11131,no trade,yes
67,3,95,10828,3,11113,buy,yes
68,3,100,10733,4,11133,sell,yes
69,3,94,10833,3,11115,no trade,yes
70,3,97,10833,3,11124,sell,yes
71,3,92,10930,2,11114,buy,yes
72,3,95,10838,3,11123,no trade,yes
73,3,95,10838,3,11123,buy,yes
74,3,98,10743,4,11135,sell,yes
75,3,93,10841,3,11120,no trade,yes
76,3,96,10841,3,11129,sell,yes
77,3,87,10937,2,11111,buy,yes
78,3,90,10850,3,11120,buy,yes
79,3,93,10760,4,11132,buy,yes
80,3,98,10667,5,11157,sell,yes
81,3,89,10765,4,11121,no trade,yes
82,3,92,10765,4,11133,no trade,yes
83,3,87,10765,4,11113,no trade,yes
84,3,90,10765,4,11125,sell,yes
85,3,81,10855,3,11098,buy,yes
86,3,86,10774,4,11118,no trade,yes
87,3,86,10774,4,11118,buy,yes
88,3,89,10688,5,11133,no trade,yes
89,3,89,10688,5,11133,sell,yes
90,3,84,10777,4,11113,no trade,yes
91,3,84,10777,4,11113,buy,yes
92,3,87,10693,5,11128,sell,yes
93,3,79,10780,4,11096,no trade,yes
94,3,82,10780,4,11108,no trade,yes
95,3,78,10780,4,11092,buy,yes
96,3,82,10702,5,11112,sell,yes
97,3,74,10784,4,11080,no trade,yes
98,3,74,10784,4,11080,sell,yes
99,3,74,10858,3,11080,no trade,yes
100,3,74,10858,3,11080,buy,yes
101,3,74,10784,4,11080,,
