Trials,MarketCondition,StockPrice,p2Cash,p2Stock,p2TotalAsset,p2Decision,p2ChechHistory
1,1,100,10000,10,11000,buy,no
2,1,103,9900,11,11033,buy,yes
3,1,103,9797,12,11033,buy,yes
4,1,107,9694,13,11085,sell,yes
5,1,104,9801,12,11049,no trade,yes
6,1,108,9801,12,11097,buy,yes
7,1,108,9693,13,11097,buy,yes
8,1,112,9585,14,11153,buy,yes
9,1,112,9473,15,11153,sell,yes
10,1,109,9585,14,11111,buy,no
11,1,115,9476,15,11201,sell,no
12,1,110,9591,14,11131,no trade,no
13,1,114,9591,14,11187,no trade,no
14,1,111,9591,14,11145,no trade,no
15,1,115,9591,14,11201,sell,no
16,1,110,9706,13,11136,buy,no
17,1,116,9596,14,11220,sell,yes
18,1,111,9712,13,11155,buy,no
19,1,117,9601,14,11239,sell,no
20,1,112,9718,13,11174,buy,yes
21,2,118,9606,14,11258,no trade,yes
22,2,115,9606,14,11216,no trade,yes
23,2,115,9606,14,11216,no trade,yes
24,2,115,9606,14,11216,buy,yes
25,2,122,9491,15,11321,sell,yes
26,2,116,9613,14,11237,buy,yes
27,2,123,9497,15,11342,sell,yes
28,2,117,9620,14,11258,no trade,yes
29,2,117,9620,14,11258,buy,no
30,2,125,9503,15,11378,sell,yes
31,2,119,9628,14,11294,no trade,no
32,2,119,9628,14,11294,sell,yes
33,2,116,9747,13,11255,buy,yes
34,2,123,9631,14,11353,sell,yes
35,2,117,9754,13,11275,buy,yes
36,2,129,9637,14,11443,sell,no
37,2,123,9766,13,11365,no trade,no
38,2,123,9766,13,11365,no trade,no
39,2,123,9766,13,11365,no trade,yes
40,2,123,9766,13,11365,buy,yes
41,2,131,9643,14,11477,sell,yes
42,2,125,9774,13,11399,no trade,yes
43,2,133,9774,13,11503,buy,yes
44,2,133,9641,14,11503,buy,yes
45,2,141,9508,15,11623,sell,yes
46,2,137,9649,14,11567,sell,yes
47,2,137,9786,13,11567,buy,yes
48,2,146,9649,14,11693,sell,yes
49,2,139,9795,13,11602,buy,yes
50,2,153,9656,14,11798,sell,yes
51,2,146,9809,13,11707,buy,yes
52,2,161,9663,14,11917,sell,yes
53,2,153,9824,13,11813,no trade,yes
54,2,163,9824,13,11943,sell,yes
55,2,155,9987,12,11847,buy,yes
56,2,171,9832,13,12055,no trade,yes
57,2,166,9832,13,11990,buy,yes
58,2,183,9666,14,12228,sell,yes
59,2,174,9849,13,12111,buy,yes
60,2,192,9675,14,12363,sell,yes
61,3,183,9867,13,12246,buy,yes
62,3,193,9684,14,12386,sell,yes
63,3,174,9877,13,12139,buy,yes
64,3,183,9703,14,12265,sell,yes
65,3,165,9886,13,12031,buy,yes
66,3,174,9721,14,12157,buy,no
67,3,174,9547,15,12157,buy,yes
68,3,180,9373,16,12253,buy,no
69,3,180,9193,17,12253,buy,yes
70,3,186,9013,18,12361,sell,yes
71,3,168,9199,17,12055,buy,yes
72,3,177,9031,18,12217,sell,yes
73,3,160,9208,17,11928,sell,no
74,3,160,9368,16,11928,no trade,no
75,3,165,9368,16,12008,sell,no
76,3,156,9533,15,11873,buy,no
77,3,164,9377,16,12001,no trade,yes
78,3,155,9377,16,11857,buy,yes
79,3,163,9222,17,11993,buy,yes
80,3,163,9059,18,11993,sell,yes
81,3,154,9222,17,11840,sell,yes
82,3,154,9376,16,11840,sell,yes
83,3,154,9530,15,11840,sell,yes
84,3,145,9684,14,11714,buy,no
85,3,153,9539,15,11834,no trade,yes
86,3,144,9539,15,11699,buy,no
87,3,149,9395,16,11779,buy,yes
88,3,154,9246,17,11864,sell,no
89,3,145,9400,16,11720,buy,yes
90,3,150,9255,17,11805,sell,yes
91,3,135,9405,16,11565,buy,yes
92,3,142,9270,17,11684,sell,yes
93,3,128,9412,16,11460,sell,no
94,3,128,9540,15,11460,sell,no
95,3,121,9668,14,11362,sell,yes
96,3,114,9789,13,11271,sell,yes
97,3,108,9903,12,11199,no trade,yes
98,3,108,9903,12,11199,buy,yes
99,3,114,9795,13,11277,buy,yes
100,3,114,9681,14,11277,sell,yes
101,3,103,9795,13,11134,,
