Trials,MarketCondition,StockPrice,p2Cash,p2Stock,p2TotalAsset,p2Decision,p2ChechHistory
1,1,100,10000,10,11000,sell,no
2,1,97,10100,9,10973,sell,no
3,1,97,10197,8,10973,buy,no
4,1,102,10100,9,11018,no trade,no
5,1,99,10100,9,10991,sell,no
6,1,99,10199,8,10991,no trade,no
7,1,102,10199,8,11015,sell,no
8,1,97,10301,7,10980,sell,no
9,1,97,10398,6,10980,buy,no
10,1,102,10301,7,11015,sell,no
11,1,97,10403,6,10985,no trade,yes
12,1,95,10403,6,10973,buy,no
13,1,100,10308,7,11008,buy,no
14,1,100,10208,8,11008,sell,no
15,1,95,10308,7,10973,buy,no
16,1,100,10213,8,11013,sell,no
17,1,95,10313,7,10978,buy,no
18,1,95,10218,8,10978,buy,no
19,1,100,10123,9,11023,sell,no
20,1,97,10223,8,10999,no trade,no
21,2,100,10223,8,11023,sell,no
22,2,100,10323,7,11023,buy,no
23,2,106,10223,8,11071,sell,no
24,2,101,10329,7,11036,sell,no
25,2,96,10430,6,11006,buy,yes
26,2,102,10334,7,11048,sell,yes
27,2,97,10436,6,11018,buy,no
28,2,107,10339,7,11088,sell,yes
29,2,102,10446,6,11058,sell,yes
30,2,97,10548,5,11033,buy,yes
31,2,97,10451,6,11033,no trade,yes
32,2,97,10451,6,11033,buy,yes
33,2,103,10354,7,11075,sell,no
34,2,98,10457,6,11045,buy,no
35,2,108,10359,7,11115,sell,yes
36,2,103,10467,6,11085,sell,no
37,2,98,10570,5,11060,buy,yes
38,2,104,10472,6,11096,sell,no
39,2,99,10576,5,11071,buy,no
40,2,109,10477,6,11131,sell,no
41,2,104,10586,5,11106,sell,no
42,2,99,10690,4,11086,buy,no
43,2,109,10591,5,11136,sell,no
44,2,104,10700,4,11116,no trade,no
45,2,101,10700,4,11104,buy,no
46,2,108,10599,5,11139,sell,yes
47,2,103,10707,4,11119,no trade,no
48,2,103,10707,4,11119,buy,no
49,2,110,10604,5,11154,sell,no
50,2,105,10714,4,11134,no trade,no
51,2,112,10714,4,11162,sell,no
52,2,107,10826,3,11147,no trade,no
53,2,107,10826,3,11147,sell,no
54,2,104,10933,2,11141,buy,no
55,2,115,10829,3,11174,sell,no
56,2,110,10944,2,11164,no trade,no
57,2,110,10944,2,11164,no trade,yes
58,2,110,10944,2,11164,sell,yes
59,2,107,11054,1,11161,buy,no
60,2,118,10947,2,11183,sell,no
61,3,113,11065,1,11178,no trade,no
62,3,113,11065,1,11178,buy,yes
63,3,117,10952,2,11186,sell,no
64,3,110,11069,1,11179,no trade,no
65,3,114,11069,1,11183,sell,no
66,3,108,11183,0,11183,no trade,no
67,3,112,11183,0,11183,no trade,no
68,3,112,11183,0,11183,buy,yes
69,3,116,11071,1,11187,sell,yes
70,3,105,11187,0,11187,buy,yes
71,3,111,11082,1,11193,sell,no
72,3,100,11193,0,11193,buy,no
73,3,105,11093,1,11198,no trade,yes
74,3,99,11093,1,11192,buy,no
75,3,104,10994,2,11202,sell,no
76,3,94,11098,1,11192,buy,no
77,3,99,11004,2,11202,sell,no
78,3,90,11103,1,11193,buy,no
79,3,95,11013,2,11203,no trade,yes
80,3,90,11013,2,11193,no trade,no
81,3,90,11013,2,11193,no trade,no
82,3,93,11013,2,11199,sell,no
83,3,93,11106,1,11199,no trade,no
84,3,96,11106,1,11202,sell,no
85,3,91,11202,0,11202,buy,no
86,3,96,11111,1,11207,sell,no
87,3,91,11207,0,11207,buy,yes
88,3,94,11116,1,11210,buy,yes
89,3,94,11022,2,11210,sell,yes
90,3,85,11116,1,11201,buy,no
91,3,90,11031,2,11211,sell,no
92,3,85,11121,1,11206,buy,yes
93,3,88,11036,2,11212,sell,yes
94,3,83,11124,1,11207,buy,yes
95,3,86,11041,2,11213,no trade,yes
96,3,81,11041,2,11203,sell,yes
97,3,77,11122,1,11199,no trade,yes
98,3,77,11122,1,11199,buy,yes
99,3,80,11045,2,11205,sell,yes
100,3,72,11125,1,11197,no trade,yes
101,3,75,11125,1,11200,,
