Trials,MarketCondition,StockPrice,p2Cash,p2Stock,p2TotalAsset,p2Decision,p2ChechHistory
1,1,100,10000,10,11000,buy,no
2,1,105,9900,11,11055,no trade,no
3,1,109,9900,11,11099,buy,no
4,1,113,9791,12,11147,sell,yes
5,1,113,9904,11,11147,no trade,yes
6,1,110,9904,11,11114,buy,yes
7,1,110,9794,12,11114,sell,yes
8,1,110,9904,11,11114,sell,yes
9,1,105,10014,10,11064,no trade,yes
10,1,105,10014,10,11064,buy,yes
11,1,105,9909,11,11064,sell,yes
12,1,100,10014,10,11014,no trade,yes
13,1,103,10014,10,11044,sell,yes
14,1,103,10117,9,11044,no trade,yes
15,1,107,10117,9,11080,buy,yes
16,1,107,10010,10,11080,sell,yes
17,1,102,10117,9,11035,sell,yes
18,1,97,10219,8,10995,buy,yes
19,1,97,10122,9,10995,buy,yes
20,1,102,10025,10,11045,sell,yes
21,2,102,10127,9,11045,sell,yes
22,2,99,10229,8,11021,sell,yes
23,2,99,10328,7,11021,no trade,yes
24,2,105,10328,7,11063,buy,yes
25,2,105,10223,8,11063,buy,yes
26,2,105,10118,9,11063,sell,yes
27,2,100,10223,8,11023,sell,yes
28,2,97,10323,7,11002,sell,yes
29,2,97,10420,6,11002,buy,yes
30,2,97,10323,7,11002,buy,yes
31,2,97,10226,8,11002,sell,yes
32,2,97,10323,7,11002,buy,yes
33,2,103,10226,8,11050,sell,yes
34,2,98,10329,7,11015,sell,yes
35,2,98,10427,6,11015,buy,yes
36,2,104,10329,7,11057,sell,yes
37,2,104,10433,6,11057,sell,yes
38,2,99,10537,5,11032,no trade,yes
39,2,97,10537,5,11022,sell,yes
40,2,97,10634,4,11022,buy,yes
41,2,97,10537,5,11022,buy,yes
42,2,107,10440,6,11082,sell,yes
43,2,102,10547,5,11057,buy,yes
44,2,109,10445,6,11099,sell,yes
45,2,109,10554,5,11099,sell,yes
46,2,104,10663,4,11079,buy,no
47,2,104,10559,5,11079,sell,yes
48,2,104,10663,4,11079,no trade,yes
49,2,104,10663,4,11079,buy,yes
50,2,115,10559,5,11134,sell,yes
51,2,110,10674,4,11114,sell,yes
52,2,105,10784,3,11099,sell,yes
53,2,102,10889,2,11093,buy,yes
54,2,113,10787,3,11126,sell,yes
55,2,108,10900,2,11116,buy,yes
56,2,108,10792,3,11116,buy,yes
57,2,108,10684,4,11116,sell,yes
58,2,108,10792,3,11116,sell,yes
59,2,105,10900,2,11110,no trade,yes
60,2,112,10900,2,11124,buy,yes
61,3,112,10788,3,11124,buy,yes
62,3,112,10676,4,11124,buy,yes
63,3,116,10564,5,11144,sell,yes
64,3,105,10680,4,11100,no trade,yes
65,3,105,10680,4,11100,buy,yes
66,3,105,10575,5,11100,sell,yes
67,3,95,10680,4,11060,sell,yes
68,3,95,10775,3,11060,buy,yes
69,3,95,10680,4,11060,buy,yes
70,3,100,10585,5,11085,sell,yes
71,3,90,10685,4,11045,buy,yes
72,3,95,10595,5,11070,no trade,yes
73,3,90,10595,5,11045,buy,yes
74,3,90,10505,6,11045,sell,yes
75,3,90,10595,5,11045,sell,yes
76,3,81,10685,4,11009,buy,yes
77,3,84,10604,5,11024,sell,yes
78,3,76,10688,4,10992,buy,yes
79,3,80,10612,5,11012,sell,no
80,3,72,10692,4,10980,no trade,yes
81,3,75,10692,4,10992,no trade,yes
82,3,78,10692,4,11004,no trade,yes
83,3,81,10692,4,11016,buy,yes
84,3,81,10611,5,11016,sell,yes
85,3,81,10692,4,11016,buy,yes
86,3,84,10611,5,11031,buy,yes
87,3,84,10527,6,11031,no trade,yes
88,3,87,10527,6,11049,no trade,yes
89,3,82,10527,6,11019,sell,yes
90,3,78,10609,5,10999,no trade,yes
91,3,74,10609,5,10979,no trade,yes
92,3,77,10609,5,10994,sell,yes
93,3,70,10686,4,10966,buy,yes
94,3,74,10616,5,10986,no trade,yes
95,3,70,10616,5,10966,no trade,yes
96,3,73,10616,5,10981,sell,yes
97,3,66,10689,4,10953,no trade,yes
98,3,63,10689,4,10941,buy,yes
99,3,67,10626,5,10961,sell,yes
100,3,61,10693,4,10937,sell,yes
101,3,61,10754,3,10937,,
