Trials,MarketCondition,StockPrice,p2Cash,p2Stock,p2TotalAsset,p2Decision,p2ChechHistory
1,1,100,10000,10,11000,sell,no
2,1,100,10100,9,11000,no trade,yes
3,1,100,10100,9,11000,sell,yes
4,1,100,10200,8,11000,buy,yes
5,1,100,10100,9,11000,sell,yes
6,1,100,10200,8,11000,no trade,no
7,1,97,10200,8,10976,buy,yes
8,1,97,10103,9,10976,no trade,no
9,1,100,10103,9,11003,sell,yes
10,1,95,10203,8,10963,buy,no
11,1,100,10108,9,11008,sell,no
12,1,100,10208,8,11008,no trade,yes
13,1,103,10208,8,11032,sell,no
14,1,100,10311,7,11011,buy,yes
15,1,105,10211,8,11051,buy,yes
16,1,105,10106,9,11051,no trade,no
17,1,102,10106,9,11024,buy,no
18,1,102,10004,10,11024,no trade,no
19,1,99,10004,10,10994,buy,no
20,1,104,9905,11,11049,sell,no
21,2,99,10009,10,10999,buy,no
22,2,99,9910,11,10999,no trade,yes
23,2,97,9910,11,10977,buy,yes
24,2,97,9813,12,10977,no trade,no
25,2,103,9813,12,11049,sell,yes
26,2,98,9916,11,10994,buy,yes
27,2,104,9818,12,11066,sell,no
28,2,99,9922,11,11011,no trade,no
29,2,105,9922,11,11077,sell,yes
30,2,100,10027,10,11027,no trade,no
31,2,100,10027,10,11027,no trade,no
32,2,106,10027,10,11087,sell,yes
33,2,101,10133,9,11042,no trade,no
34,2,98,10133,9,11015,buy,no
35,2,108,10035,10,11115,sell,no
36,2,103,10143,9,11070,no trade,no
37,2,100,10143,9,11043,no trade,no
38,2,97,10143,9,11016,buy,no
39,2,107,10046,10,11116,sell,no
40,2,104,10153,9,11089,no trade,no
41,2,101,10153,9,11062,no trade,no
42,2,108,10153,9,11125,sell,no
43,2,103,10261,8,11085,no trade,no
44,2,100,10261,8,11061,no trade,no
45,2,106,10261,8,11109,sell,no
46,2,101,10367,7,11074,no trade,no
47,2,108,10367,7,11123,sell,no
48,2,103,10475,6,11093,no trade,no
49,2,100,10475,6,11075,buy,no
50,2,111,10375,7,11152,sell,no
51,2,106,10486,6,11122,no trade,no
52,2,113,10486,6,11164,sell,no
53,2,108,10599,5,11139,no trade,no
54,2,105,10599,5,11124,no trade,yes
55,2,112,10599,5,11159,sell,no
56,2,107,10711,4,11139,no trade,no
57,2,107,10711,4,11139,no trade,no
58,2,107,10711,4,11139,no trade,no
59,2,114,10711,4,11167,sell,no
60,2,109,10825,3,11152,no trade,no
61,3,109,10825,3,11152,no trade,no
62,3,109,10825,3,11152,no trade,no
63,3,109,10825,3,11152,no trade,yes
64,3,113,10825,3,11164,sell,no
65,3,102,10938,2,11142,buy,no
66,3,106,10836,3,11154,no trade,no
67,3,106,10836,3,11154,no trade,no
68,3,110,10836,3,11166,sell,yes
69,3,110,10946,2,11166,no trade,no
70,3,104,10946,2,11154,buy,no
71,3,110,10842,3,11172,no trade,yes
72,3,104,10842,3,11154,buy,yes
73,3,110,10738,4,11178,sell,no
74,3,99,10848,3,11145,buy,yes
75,3,99,10749,4,11145,buy,yes
76,3,104,10650,5,11170,no trade,no
77,3,98,10650,5,11140,buy,no
78,3,103,10552,6,11170,no trade,yes
79,3,107,10552,6,11194,sell,no
80,3,97,10659,5,11144,buy,yes
81,3,102,10562,6,11174,no trade,no
82,3,96,10562,6,11138,buy,yes
83,3,101,10466,7,11173,sell,no
84,3,91,10567,6,11113,buy,no
85,3,96,10476,7,11148,no trade,no
86,3,99,10476,7,11169,no trade,no
87,3,94,10476,7,11134,no trade,no
88,3,94,10476,7,11134,no trade,yes
89,3,94,10476,7,11134,no trade,yes
90,3,94,10476,7,11134,buy,yes
91,3,94,10382,8,11134,no trade,yes
92,3,94,10382,8,11134,no trade,yes
93,3,94,10382,8,11134,buy,yes
94,3,94,10288,9,11134,sell,yes
95,3,94,10382,8,11134,buy,yes
96,3,94,10288,9,11134,sell,yes
97,3,89,10382,8,11094,buy,yes
98,3,94,10293,9,11139,sell,yes
99,3,85,10387,8,11067,no trade,no
100,3,88,10387,8,11091,buy,no
101,3,88,10299,9,11091,,
