Trials,MarketCondition,StockPrice,p2Cash,p2Stock,p2TotalAsset,p2Decision,p2ChechHistory
1,1,100,10000,10,11000,no trade,no
2,1,103,10000,10,11030,no trade,yes
3,1,100,10000,10,11000,no trade,yes
4,1,103,10000,10,11030,no trade,yes
5,1,100,10000,10,11000,no trade,yes
6,1,103,10000,10,11030,no trade,yes
7,1,100,10000,10,11000,no trade,yes
8,1,103,10000,10,11030,no trade,yes
9,1,100,10000,10,11000,no trade,yes
10,1,103,10000,10,11030,sell,yes
11,1,100,10103,9,11003,sell,no
12,1,97,10203,8,10979,no trade,no
13,1,100,10203,8,11003,sell,yes
14,1,95,10303,7,10968,buy,no
15,1,100,10208,8,11008,sell,yes
16,1,95,10308,7,10973,no trade,yes
17,1,98,10308,7,10994,sell,yes
18,1,98,10406,6,10994,no trade,yes
19,1,96,10406,6,10982,buy,yes
20,1,99,10310,7,11003,sell,yes
21,2,95,10409,6,10979,no trade,yes
22,2,101,10409,6,11015,sell,yes
23,2,96,10510,5,10990,no trade,yes
24,2,102,10510,5,11020,no trade,yes
25,2,99,10510,5,11005,no trade,yes
26,2,99,10510,5,11005,sell,yes
27,2,97,10609,4,10997,buy,no
28,2,103,10512,5,11027,no trade,no
29,2,100,10512,5,11012,no trade,no
30,2,106,10512,5,11042,sell,yes
31,2,101,10618,4,11022,sell,yes
32,2,96,10719,3,11007,buy,no
33,2,96,10623,4,11007,no trade,no
34,2,94,10623,4,10999,buy,yes
35,2,104,10529,5,11049,sell,yes
36,2,99,10633,4,11029,sell,no
37,2,95,10732,3,11017,buy,yes
38,2,105,10637,4,11057,no trade,yes
39,2,102,10637,4,11045,sell,yes
40,2,97,10739,3,11030,buy,yes
41,2,103,10642,4,11054,sell,yes
42,2,98,10745,3,11039,no trade,yes
43,2,104,10745,3,11057,no trade,yes
44,2,101,10745,3,11048,no trade,yes
45,2,101,10745,3,11048,sell,yes
46,2,96,10846,2,11038,no trade,yes
47,2,102,10846,2,11050,sell,yes
48,2,97,10948,1,11045,buy,yes
49,2,103,10851,2,11057,sell,yes
50,2,98,10954,1,11052,buy,yes
51,2,104,10856,2,11064,no trade,no
52,2,101,10856,2,11058,no trade,yes
53,2,101,10856,2,11058,no trade,yes
54,2,101,10856,2,11058,sell,yes
55,2,96,10957,1,11053,buy,no
56,2,106,10861,2,11073,sell,yes
57,2,101,10967,1,11068,no trade,yes
58,2,101,10967,1,11068,no trade,yes
59,2,101,10967,1,11068,sell,no
60,2,98,11068,0,11068,buy,yes
61,3,108,10970,1,11078,no trade,no
62,3,112,10970,1,11082,sell,yes
63,3,101,11082,0,11082,no trade,no
64,3,105,11082,0,11082,no trade,yes
65,3,99,11082,0,11082,buy,yes
66,3,102,10983,1,11085,no trade,no
67,3,96,10983,1,11079,buy,no
68,3,101,10887,2,11089,no trade,yes
69,3,105,10887,2,11097,sell,yes
70,3,105,10992,1,11097,no trade,yes
71,3,109,10992,1,11101,sell,yes
72,3,99,11101,0,11101,buy,yes
73,3,102,11002,1,11104,buy,yes
74,3,102,10900,2,11104,no trade,yes
75,3,96,10900,2,11092,buy,yes
76,3,101,10804,3,11107,sell,yes
77,3,95,10905,2,11095,buy,yes
78,3,100,10810,3,11110,buy,yes
79,3,105,10710,4,11130,sell,yes
80,3,95,10815,3,11100,buy,yes
81,3,100,10720,4,11120,no trade,yes
82,3,94,10720,4,11096,buy,no
83,3,99,10626,5,11121,sell,yes
84,3,90,10725,4,11085,buy,yes
85,3,95,10635,5,11110,no trade,yes
86,3,98,10635,5,11125,no trade,yes
87,3,98,10635,5,11125,no trade,yes
88,3,98,10635,5,11125,sell,yes
89,3,93,10733,4,11105,buy,yes
90,3,98,10640,5,11130,sell,no
91,3,89,10738,4,11094,buy,yes
92,3,94,10649,5,11119,no trade,yes
93,3,97,10649,5,11134,no trade,yes
94,3,97,10649,5,11134,no trade,yes
95,3,97,10649,5,11134,no trade,yes
96,3,97,10649,5,11134,buy,yes
97,3,100,10552,6,11152,sell,yes
98,3,94,10652,5,11122,no trade,yes
99,3,97,10652,5,11137,no trade,yes
100,3,97,10652,5,11137,no trade,yes
101,3,97,10652,5,11137,,
