Trials,MarketCondition,StockPrice,p1Cash,p1Stock,p1TotalAsset,p1Decision,p1ChechHistory
1,1,100,10000,10,11000,buy,yes
2,1,105,9900,11,11055,buy,yes
3,1,112,9795,12,11139,buy,yes
4,1,119,9683,13,11230,sell,yes
5,1,116,9802,12,11194,buy,yes
6,1,122,9686,13,11272,buy,yes
7,1,130,9564,14,11384,buy,yes
8,1,130,9434,15,11384,buy,yes
9,1,130,9304,16,11384,buy,yes
10,1,130,9174,17,11384,buy,yes
11,1,138,9044,18,11528,buy,yes
12,1,138,8906,19,11528,buy,yes
13,1,145,8768,20,11668,sell,yes
14,1,145,8913,19,11668,sell,yes
15,1,141,9058,18,11596,sell,yes
16,1,141,9199,17,11596,buy,yes
17,1,150,9058,18,11758,sell,yes
18,1,143,9208,17,11639,sell,yes
19,1,136,9351,16,11527,sell,no
20,1,136,9487,15,11527,buy,yes
21,2,143,9351,16,11639,sell,yes
22,2,136,9494,15,11534,sell,yes
23,2,132,9630,14,11478,buy,yes
24,2,132,9498,15,11478,buy,yes
25,2,132,9366,16,11478,buy,yes
26,2,146,9234,17,11716,buy,yes
27,2,146,9088,18,11716,sell,yes
28,2,146,9234,17,11716,buy,yes
29,2,161,9088,18,11986,sell,yes
30,2,153,9249,17,11850,sell,yes
31,2,146,9402,16,11738,sell,yes
32,2,146,9548,15,11738,sell,yes
33,2,146,9694,14,11738,sell,no
34,2,139,9840,13,11647,buy,no
35,2,139,9701,14,11647,sell,yes
36,2,139,9840,13,11647,sell,yes
37,2,135,9979,12,11599,sell,yes
38,2,129,10114,11,11533,sell,yes
39,2,123,10243,10,11473,sell,yes
40,2,123,10366,9,11473,sell,yes
41,2,117,10489,8,11425,sell,yes
42,2,114,10606,7,11404,sell,yes
43,2,114,10720,6,11404,sell,yes
44,2,111,10834,5,11389,sell,yes
45,2,106,10945,4,11369,sell,yes
46,2,103,11051,3,11360,buy,yes
47,2,103,10948,4,11360,sell,yes
48,2,103,11051,3,11360,sell,yes
49,2,103,11154,2,11360,sell,yes
50,2,100,11257,1,11357,sell,yes
51,2,100,11357,0,11357,buy,yes
52,2,111,11257,1,11368,sell,no
53,2,106,11368,0,11368,no trade,yes
54,2,113,11368,0,11368,no trade,no
55,2,120,11368,0,11368,buy,no
56,2,120,11248,1,11368,sell,yes
57,2,114,11368,0,11368,no trade,no
58,2,121,11368,0,11368,buy,no
59,2,134,11247,1,11381,sell,no
60,2,128,11381,0,11381,no trade,yes
61,3,125,11381,0,11381,buy,yes
62,3,125,11256,1,11381,no trade,yes
63,3,119,11256,1,11375,sell,yes
64,3,119,11375,0,11375,no trade,yes
65,3,119,11375,0,11375,no trade,yes
66,3,119,11375,0,11375,buy,yes
67,3,119,11256,1,11375,no trade,yes
68,3,119,11256,1,11375,no trade,yes
69,3,123,11256,1,11379,no trade,yes
70,3,127,11256,1,11383,sell,yes
71,3,127,11383,0,11383,no trade,yes
72,3,121,11383,0,11383,buy,yes
73,3,121,11262,1,11383,no trade,yes
74,3,115,11262,1,11377,sell,yes
75,3,104,11377,0,11377,no trade,yes
76,3,108,11377,0,11377,buy,no
77,3,114,11269,1,11383,sell,yes
78,3,114,11383,0,11383,no trade,yes
79,3,118,11383,0,11383,no trade,yes
80,3,118,11383,0,11383,no trade,yes
81,3,118,11383,0,11383,no trade,yes
82,3,118,11383,0,11383,no trade,yes
83,3,118,11383,0,11383,buy,yes
84,3,124,11265,1,11389,sell,yes
85,3,112,11389,0,11389,no trade,yes
86,3,107,11389,0,11389,no trade,yes
87,3,102,11389,0,11389,no trade,yes
88,3,97,11389,0,11389,no trade,yes
89,3,97,11389,0,11389,no trade,yes
90,3,97,11389,0,11389,no trade,yes
91,3,100,11389,0,11389,no trade,yes
92,3,95,11389,0,11389,no trade,yes
93,3,95,11389,0,11389,no trade,yes
94,3,95,11389,0,11389,no trade,yes
95,3,91,11389,0,11389,no trade,yes
96,3,91,11389,0,11389,no trade,yes
97,3,91,11389,0,11389,no trade,yes
98,3,91,11389,0,11389,no trade,yes
99,3,94,11389,0,11389,no trade,yes
100,3,94,11389,0,11389,no trade,yes
101,3,90,11389,0,11389,,
