Trials,MarketCondition,StockPrice,p1Cash,p1Stock,p1TotalAsset,p1Decision,p1ChechHistory
1,1,100,10000,10,11000,no trade,no
2,1,97,10000,10,10970,buy,no
3,1,97,9903,11,10970,buy,yes
4,1,102,9806,12,11030,sell,no
5,1,99,9908,11,10997,buy,no
6,1,99,9809,12,10997,buy,yes
7,1,102,9710,13,11036,sell,yes
8,1,97,9812,12,10976,buy,yes
9,1,97,9715,13,10976,buy,yes
10,1,102,9618,14,11046,sell,no
11,1,97,9720,13,10981,sell,yes
12,1,95,9817,12,10957,buy,yes
13,1,100,9722,13,11022,sell,yes
14,1,100,9822,12,11022,sell,yes
15,1,95,9922,11,10967,buy,yes
16,1,100,9827,12,11027,sell,yes
17,1,95,9927,11,10972,sell,no
18,1,95,10022,10,10972,buy,yes
19,1,100,9927,11,11027,no trade,yes
20,1,97,9927,11,10994,buy,no
21,2,100,9830,12,11030,buy,yes
22,2,100,9730,13,11030,no trade,yes
23,2,106,9730,13,11108,sell,yes
24,2,101,9836,12,11048,sell,yes
25,2,96,9937,11,10993,no trade,yes
26,2,102,9937,11,11059,sell,yes
27,2,97,10039,10,11009,buy,yes
28,2,107,9942,11,11119,sell,no
29,2,102,10049,10,11069,sell,no
30,2,97,10151,9,11024,sell,no
31,2,97,10248,8,11024,no trade,yes
32,2,97,10248,8,11024,no trade,yes
33,2,103,10248,8,11072,sell,no
34,2,98,10351,7,11037,buy,yes
35,2,108,10253,8,11117,sell,no
36,2,103,10361,7,11082,sell,no
37,2,98,10464,6,11052,no trade,no
38,2,104,10464,6,11088,sell,no
39,2,99,10568,5,11063,buy,no
40,2,109,10469,6,11123,sell,no
41,2,104,10578,5,11098,sell,no
42,2,99,10682,4,11078,buy,no
43,2,109,10583,5,11128,sell,yes
44,2,104,10692,4,11108,sell,yes
45,2,101,10796,3,11099,no trade,yes
46,2,108,10796,3,11120,sell,yes
47,2,103,10904,2,11110,no trade,yes
48,2,103,10904,2,11110,no trade,yes
49,2,110,10904,2,11124,sell,yes
50,2,105,11014,1,11119,buy,yes
51,2,112,10909,2,11133,sell,yes
52,2,107,11021,1,11128,no trade,yes
53,2,107,11021,1,11128,no trade,yes
54,2,104,11021,1,11125,buy,yes
55,2,115,10917,2,11147,sell,yes
56,2,110,11032,1,11142,no trade,yes
57,2,110,11032,1,11142,no trade,yes
58,2,110,11032,1,11142,no trade,yes
59,2,107,11032,1,11139,buy,yes
60,2,118,10925,2,11161,sell,yes
61,3,113,11043,1,11156,no trade,yes
62,3,113,11043,1,11156,no trade,yes
63,3,117,11043,1,11160,no trade,yes
64,3,110,11043,1,11153,buy,yes
65,3,114,10933,2,11161,no trade,yes
66,3,108,10933,2,11149,buy,yes
67,3,112,10825,3,11161,no trade,yes
68,3,112,10825,3,11161,no trade,yes
69,3,116,10825,3,11173,sell,yes
70,3,105,10941,2,11151,buy,no
71,3,111,10836,3,11169,sell,yes
72,3,100,10947,2,11147,buy,yes
73,3,105,10847,3,11162,sell,yes
74,3,99,10952,2,11150,buy,yes
75,3,104,10853,3,11165,sell,yes
76,3,94,10957,2,11145,buy,yes
77,3,99,10863,3,11160,sell,yes
78,3,90,10962,2,11142,buy,yes
79,3,95,10872,3,11157,sell,yes
80,3,90,10967,2,11147,no trade,yes
81,3,90,10967,2,11147,buy,yes
82,3,93,10877,3,11156,buy,yes
83,3,93,10784,4,11156,buy,yes
84,3,96,10691,5,11171,no trade,yes
85,3,91,10691,5,11146,buy,yes
86,3,96,10600,6,11176,no trade,yes
87,3,91,10600,6,11146,no trade,yes
88,3,94,10600,6,11164,sell,yes
89,3,94,10694,5,11164,sell,yes
90,3,85,10788,4,11128,buy,yes
91,3,90,10703,5,11153,no trade,yes
92,3,85,10703,5,11128,no trade,yes
93,3,88,10703,5,11143,no trade,yes
94,3,83,10703,5,11118,no trade,yes
95,3,86,10703,5,11133,sell,yes
96,3,81,10789,4,11113,no trade,yes
97,3,77,10789,4,11097,no trade,yes
98,3,77,10789,4,11097,no trade,yes
99,3,80,10789,4,11109,sell,yes
100,3,72,10869,3,11085,buy,yes
101,3,75,10797,4,11097,,
