Trials,MarketCondition,StockPrice,p2Cash,p2Stock,p2TotalAsset,p2Decision,p2ChechHistory
1,1,100,10000,10,11000,no trade,no
2,1,100,10000,10,11000,no trade,no
3,1,100,10000,10,11000,sell,no
4,1,97,10100,9,10973,no trade,yes
5,1,95,10100,9,10955,no trade,yes
6,1,98,10100,9,10982,no trade,no
7,1,96,10100,9,10964,buy,no
8,1,99,10004,10,10994,no trade,yes
9,1,99,10004,10,10994,sell,no
10,1,95,10103,9,10958,buy,yes
11,1,100,10008,10,11008,sell,yes
12,1,97,10108,9,10981,no trade,no
13,1,97,10108,9,10981,no trade,yes
14,1,97,10108,9,10981,sell,yes
15,1,97,10205,8,10981,sell,yes
16,1,97,10302,7,10981,no trade,no
17,1,95,10302,7,10967,sell,yes
18,1,95,10397,6,10967,buy,yes
19,1,100,10302,7,11002,sell,yes
20,1,97,10402,6,10984,buy,no
21,2,97,10305,7,10984,sell,yes
22,2,93,10402,6,10960,buy,yes
23,2,103,10309,7,11030,sell,yes
24,2,98,10412,6,11000,no trade,yes
25,2,96,10412,6,10988,buy,no
26,2,102,10316,7,11030,sell,yes
27,2,97,10418,6,11000,no trade,no
28,2,103,10418,6,11036,sell,yes
29,2,100,10521,5,11021,sell,no
30,2,97,10621,4,11009,buy,yes
31,2,107,10524,5,11059,sell,yes
32,2,102,10631,4,11039,sell,yes
33,2,99,10733,3,11030,no trade,yes
34,2,105,10733,3,11048,sell,yes
35,2,100,10838,2,11038,no trade,yes
36,2,100,10838,2,11038,no trade,yes
37,2,100,10838,2,11038,no trade,yes
38,2,100,10838,2,11038,buy,yes
39,2,106,10738,3,11056,buy,yes
40,2,106,10632,4,11056,sell,yes
41,2,103,10738,3,11047,no trade,yes
42,2,103,10738,3,11047,sell,yes
43,2,100,10841,2,11041,no trade,yes
44,2,100,10841,2,11041,no trade,yes
45,2,100,10841,2,11041,no trade,yes
46,2,100,10841,2,11041,no trade,yes
47,2,100,10841,2,11041,no trade,yes
48,2,100,10841,2,11041,no trade,yes
49,2,100,10841,2,11041,no trade,yes
50,2,100,10841,2,11041,no trade,yes
51,2,100,10841,2,11041,no trade,yes
52,2,100,10841,2,11041,no trade,yes
53,2,100,10841,2,11041,no trade,yes
54,2,100,10841,2,11041,no trade,yes
55,2,106,10841,2,11053,sell,yes
56,2,103,10947,1,11050,no trade,yes
57,2,103,10947,1,11050,no trade,yes
58,2,103,10947,1,11050,no trade,yes
59,2,110,10947,1,11057,sell,yes
60,2,107,11057,0,11057,no trade,yes
61,3,104,11057,0,11057,no trade,yes
62,3,104,11057,0,11057,no trade,yes
63,3,104,11057,0,11057,no trade,yes
64,3,108,11057,0,11057,no trade,yes
65,3,102,11057,0,11057,buy,yes
66,3,106,10955,1,11061,no trade,yes
67,3,100,10955,1,11055,no trade,yes
68,3,103,10955,1,11058,no trade,yes
69,3,103,10955,1,11058,no trade,yes
70,3,103,10955,1,11058,no trade,yes
71,3,103,10955,1,11058,no trade,yes
72,3,107,10955,1,11062,sell,yes
73,3,101,11062,0,11062,buy,yes
74,3,101,10961,1,11062,no trade,yes
75,3,105,10961,1,11066,sell,yes
76,3,99,11066,0,11066,buy,yes
77,3,104,10967,1,11071,sell,yes
78,3,104,11071,0,11071,no trade,yes
79,3,104,11071,0,11071,no trade,yes
80,3,108,11071,0,11071,no trade,yes
81,3,108,11071,0,11071,no trade,yes
82,3,108,11071,0,11071,no trade,yes
83,3,108,11071,0,11071,no trade,yes
84,3,102,11071,0,11071,no trade,yes
85,3,106,11071,0,11071,no trade,yes
86,3,110,11071,0,11071,no trade,yes
87,3,110,11071,0,11071,no trade,yes
88,3,104,11071,0,11071,no trade,yes
89,3,108,11071,0,11071,no trade,yes
90,3,102,11071,0,11071,buy,yes
91,3,106,10969,1,11075,sell,yes
92,3,100,11075,0,11075,buy,yes
93,3,105,10975,1,11080,no trade,yes
94,3,109,10975,1,11084,buy,yes
95,3,115,10866,2,11096,sell,yes
96,3,104,10981,1,11085,no trade,yes
97,3,104,10981,1,11085,no trade,yes
98,3,108,10981,1,11089,sell,yes
99,3,108,11089,0,11089,no trade,yes
100,3,108,11089,0,11089,no trade,yes
101,3,112,11089,0,11089,,
