Trials,MarketCondition,StockPrice,p1Cash,p1Stock,p1TotalAsset,p1Decision,p1ChechHistory
1,1,100,10000,10,11000,buy,no
2,1,105,9900,11,11055,no trade,yes
3,1,109,9900,11,11099,no trade,yes
4,1,113,9900,11,11143,sell,yes
5,1,113,10013,10,11143,sell,yes
6,1,110,10126,9,11116,no trade,yes
7,1,107,10126,9,11089,sell,yes
8,1,102,10233,8,11049,sell,yes
9,1,97,10335,7,11014,sell,yes
10,1,95,10432,6,11002,no trade,yes
11,1,98,10432,6,11020,sell,yes
12,1,98,10530,5,11020,no trade,yes
13,1,101,10530,5,11035,sell,yes
14,1,96,10631,4,11015,no trade,yes
15,1,96,10631,4,11015,no trade,yes
16,1,96,10631,4,11015,buy,yes
17,1,101,10535,5,11040,buy,yes
18,1,101,10434,6,11040,sell,yes
19,1,96,10535,5,11015,sell,yes
20,1,94,10631,4,11007,buy,yes
21,2,94,10537,5,11007,no trade,yes
22,2,94,10537,5,11007,no trade,yes
23,2,94,10537,5,11007,buy,yes
24,2,94,10443,6,11007,no trade,yes
25,2,94,10443,6,11007,buy,yes
26,2,100,10349,7,11049,buy,yes
27,2,100,10249,8,11049,no trade,yes
28,2,97,10249,8,11025,no trade,yes
29,2,97,10249,8,11025,buy,yes
30,2,103,10152,9,11079,buy,yes
31,2,103,10049,10,11079,sell,yes
32,2,100,10152,9,11052,sell,yes
33,2,97,10252,8,11028,sell,yes
34,2,95,10349,7,11014,sell,yes
35,2,91,10444,6,10990,no trade,yes
36,2,89,10444,6,10978,no trade,yes
37,2,95,10444,6,11014,no trade,yes
38,2,93,10444,6,11002,no trade,yes
39,2,91,10444,6,10990,no trade,yes
40,2,89,10444,6,10978,no trade,yes
41,2,89,10444,6,10978,no trade,yes
42,2,95,10444,6,11014,no trade,yes
43,2,93,10444,6,11002,no trade,yes
44,2,91,10444,6,10990,no trade,yes
45,2,97,10444,6,11026,buy,yes
46,2,97,10347,7,11026,no trade,yes
47,2,97,10347,7,11026,no trade,yes
48,2,97,10347,7,11026,no trade,yes
49,2,97,10347,7,11026,buy,yes
50,2,103,10250,8,11074,sell,yes
51,2,98,10353,7,11039,sell,yes
52,2,96,10451,6,11027,sell,yes
53,2,94,10547,5,11017,no trade,yes
54,2,94,10547,5,11017,no trade,yes
55,2,94,10547,5,11017,sell,yes
56,2,92,10641,4,11009,sell,yes
57,2,90,10733,3,11003,no trade,yes
58,2,90,10733,3,11003,no trade,yes
59,2,90,10733,3,11003,no trade,yes
60,2,90,10733,3,11003,buy,yes
61,3,100,10643,4,11043,sell,no
62,3,90,10743,3,11013,buy,yes
63,3,95,10653,4,11033,no trade,yes
64,3,90,10653,4,11013,buy,yes
65,3,93,10563,5,11028,sell,yes
66,3,88,10656,4,11008,no trade,yes
67,3,91,10656,4,11020,no trade,yes
68,3,86,10656,4,11000,no trade,yes
69,3,89,10656,4,11012,no trade,yes
70,3,84,10656,4,10992,buy,yes
71,3,87,10572,5,11007,buy,yes
72,3,90,10485,6,11025,buy,yes
73,3,93,10395,7,11046,buy,yes
74,3,93,10302,8,11046,no trade,yes
75,3,93,10302,8,11046,no trade,yes
76,3,93,10302,8,11046,no trade,yes
77,3,93,10302,8,11046,no trade,yes
78,3,93,10302,8,11046,no trade,yes
79,3,93,10302,8,11046,no trade,yes
80,3,93,10302,8,11046,buy,no
81,3,96,10209,9,11073,sell,yes
82,3,91,10305,8,11033,no trade,yes
83,3,91,10305,8,11033,sell,yes
84,3,86,10396,7,10998,sell,yes
85,3,81,10482,6,10968,no trade,yes
86,3,81,10482,6,10968,buy,yes
87,3,84,10401,7,10989,buy,no
88,3,87,10317,8,11013,sell,no
89,3,82,10404,7,10978,no trade,yes
90,3,82,10404,7,10978,sell,yes
91,3,78,10486,6,10954,no trade,yes
92,3,78,10486,6,10954,no trade,yes
93,3,78,10486,6,10954,buy,yes
94,3,81,10408,7,10975,buy,no
95,3,84,10327,8,10999,buy,no
96,3,87,10243,9,11026,buy,yes
97,3,90,10156,10,11056,buy,yes
98,3,93,10066,11,11089,buy,yes
99,3,96,9973,12,11125,no trade,yes
100,3,96,9973,12,11125,no trade,yes
101,3,96,9973,12,11125,,
