Trials,MarketCondition,StockPrice,p2Cash,p2Stock,p2TotalAsset,p2Decision,p2ChechHistory
1,1,100,10000,10,11000,sell,no
2,1,100,10100,9,11000,sell,no
3,1,100,10200,8,11000,sell,yes
4,1,97,10300,7,10979,buy,yes
5,1,102,10203,8,11019,sell,yes
6,1,97,10305,7,10984,sell,yes
7,1,97,10402,6,10984,buy,yes
8,1,100,10305,7,11005,no trade,yes
9,1,97,10305,7,10984,buy,yes
10,1,102,10208,8,11024,buy,yes
11,1,102,10106,9,11024,sell,yes
12,1,97,10208,8,10984,buy,no
13,1,102,10111,9,11029,sell,no
14,1,97,10213,8,10989,buy,yes
15,1,102,10116,9,11034,sell,no
16,1,97,10218,8,10994,no trade,yes
17,1,97,10218,8,10994,no trade,yes
18,1,100,10218,8,11018,sell,yes
19,1,95,10318,7,10983,no trade,yes
20,1,98,10318,7,11004,no trade,yes
21,2,96,10318,7,10990,no trade,yes
22,2,102,10318,7,11032,sell,yes
23,2,97,10420,6,11002,no trade,yes
24,2,103,10420,6,11038,sell,no
25,2,98,10523,5,11013,buy,yes
26,2,108,10425,6,11073,sell,yes
27,2,103,10533,5,11048,sell,yes
28,2,98,10636,4,11028,buy,no
29,2,108,10538,5,11078,sell,yes
30,2,103,10646,4,11058,sell,no
31,2,98,10749,3,11043,sell,no
32,2,98,10847,2,11043,buy,yes
33,2,108,10749,3,11073,buy,yes
34,2,108,10641,4,11073,sell,yes
35,2,103,10749,3,11058,no trade,yes
36,2,100,10749,3,11049,no trade,no
37,2,106,10749,3,11067,sell,yes
38,2,101,10855,2,11057,no trade,no
39,2,98,10855,2,11051,no trade,no
40,2,104,10855,2,11063,no trade,no
41,2,101,10855,2,11057,no trade,yes
42,2,98,10855,2,11051,buy,yes
43,2,108,10757,3,11081,sell,yes
44,2,103,10865,2,11071,no trade,no
45,2,100,10865,2,11065,no trade,no
46,2,106,10865,2,11077,sell,yes
47,2,101,10971,1,11072,no trade,no
48,2,98,10971,1,11069,buy,no
49,2,108,10873,2,11089,sell,no
50,2,103,10981,1,11084,no trade,no
51,2,100,10981,1,11081,buy,no
52,2,100,10881,2,11081,buy,yes
53,2,111,10781,3,11114,sell,no
54,2,106,10892,2,11104,sell,no
55,2,101,10998,1,11099,no trade,no
56,2,101,10998,1,11099,no trade,yes
57,2,98,10998,1,11096,buy,yes
58,2,108,10900,2,11116,sell,no
59,2,103,11008,1,11111,no trade,no
60,2,103,11008,1,11111,no trade,yes
61,3,103,11008,1,11111,no trade,yes
62,3,107,11008,1,11115,sell,yes
63,3,97,11115,0,11115,buy,yes
64,3,102,11018,1,11120,no trade,yes
65,3,102,11018,1,11120,no trade,yes
66,3,102,11018,1,11120,no trade,yes
67,3,102,11018,1,11120,no trade,no
68,3,102,11018,1,11120,buy,yes
69,3,102,10916,2,11120,buy,yes
70,3,106,10814,3,11132,sell,yes
71,3,106,10920,2,11132,sell,yes
72,3,100,11026,1,11126,no trade,no
73,3,103,11026,1,11129,no trade,yes
74,3,97,11026,1,11123,buy,yes
75,3,102,10929,2,11133,no trade,no
76,3,102,10929,2,11133,buy,yes
77,3,108,10827,3,11151,sell,yes
78,3,98,10935,2,11131,buy,yes
79,3,103,10837,3,11146,sell,yes
80,3,93,10940,2,11126,buy,yes
81,3,98,10847,3,11141,no trade,yes
82,3,101,10847,3,11150,sell,no
83,3,91,10948,2,11130,buy,yes
84,3,96,10857,3,11145,buy,yes
85,3,101,10761,4,11165,sell,no
86,3,91,10862,3,11135,no trade,yes
87,3,91,10862,3,11135,buy,yes
88,3,91,10771,4,11135,buy,yes
89,3,94,10680,5,11150,sell,yes
90,3,94,10774,4,11150,sell,yes
91,3,85,10868,3,11123,buy,yes
92,3,88,10783,4,11135,sell,yes
93,3,83,10871,3,11120,buy,yes
94,3,88,10788,4,11140,buy,yes
95,3,93,10700,5,11165,sell,yes
96,3,84,10793,4,11129,sell,yes
97,3,79,10877,3,11114,no trade,yes
98,3,79,10877,3,11114,buy,yes
99,3,83,10798,4,11130,sell,yes
100,3,75,10881,3,11106,buy,yes
101,3,75,10806,4,11106,,
