Trials,MarketCondition,StockPrice,p2Cash,p2Stock,p2TotalAsset,p2Decision,p2ChechHistory
1,1,100,10000,10,11000,sell,no
2,1,97,10100,9,10973,buy,yes
3,1,102,10003,10,11023,buy,yes
4,1,102,9901,11,11023,buy,yes
5,1,102,9799,12,11023,buy,yes
6,1,102,9697,13,11023,buy,yes
7,1,102,9595,14,11023,buy,yes
8,1,106,9493,15,11083,buy,yes
9,1,106,9387,16,11083,buy,yes
10,1,106,9281,17,11083,buy,yes
11,1,110,9175,18,11155,sell,yes
12,1,110,9285,17,11155,buy,yes
13,1,110,9175,18,11155,buy,yes
14,1,110,9065,19,11155,buy,yes
15,1,110,8955,20,11155,buy,yes
16,1,116,8845,21,11281,buy,yes
17,1,116,8729,22,11281,buy,yes
18,1,120,8613,23,11373,buy,yes
19,1,120,8493,24,11373,buy,yes
20,1,124,8373,25,11473,no trade,yes
21,2,128,8373,25,11573,sell,yes
22,2,122,8501,24,11429,sell,yes
23,2,122,8623,23,11429,buy,yes
24,2,122,8501,24,11429,no trade,yes
25,2,122,8501,24,11429,no trade,yes
26,2,122,8501,24,11429,buy,yes
27,2,130,8379,25,11629,sell,yes
28,2,124,8509,24,11485,sell,yes
29,2,124,8633,23,11485,sell,yes
30,2,121,8757,22,11419,sell,yes
31,2,121,8878,21,11419,sell,yes
32,2,121,8999,20,11419,sell,yes
33,2,115,9120,19,11305,buy,yes
34,2,115,9005,20,11305,sell,yes
35,2,110,9120,19,11210,sell,yes
36,2,110,9230,18,11210,sell,yes
37,2,107,9340,17,11159,buy,yes
38,2,118,9233,18,11357,buy,yes
39,2,118,9115,19,11357,sell,yes
40,2,113,9233,18,11267,sell,yes
41,2,110,9346,17,11216,sell,yes
42,2,110,9456,16,11216,sell,no
43,2,105,9566,15,11141,sell,yes
44,2,105,9671,14,11141,buy,yes
45,2,105,9566,15,11141,sell,yes
46,2,102,9671,14,11099,sell,yes
47,2,99,9773,13,11060,buy,yes
48,2,105,9674,14,11144,sell,yes
49,2,100,9779,13,11079,sell,yes
50,2,100,9879,12,11079,sell,no
51,2,97,9979,11,11046,sell,yes
52,2,95,10076,10,11026,sell,yes
53,2,95,10171,9,11026,sell,no
54,2,91,10266,8,10994,sell,yes
55,2,87,10357,7,10966,buy,yes
56,2,93,10270,8,11014,sell,no
57,2,93,10363,7,11014,sell,yes
58,2,89,10456,6,10990,buy,yes
59,2,98,10367,7,11053,buy,yes
60,2,98,10269,8,11053,sell,no
61,3,96,10367,7,11039,sell,yes
62,3,91,10463,6,11009,buy,yes
63,3,94,10372,7,11030,sell,yes
64,3,94,10466,6,11030,sell,no
65,3,85,10560,5,10985,buy,no
66,3,90,10475,6,11015,sell,no
67,3,81,10565,5,10970,no trade,no
68,3,81,10565,5,10970,sell,yes
69,3,77,10646,4,10954,no trade,yes
70,3,77,10646,4,10954,buy,no
71,3,81,10569,5,10974,buy,yes
72,3,81,10488,6,10974,sell,yes
73,3,77,10569,5,10954,sell,no
74,3,73,10646,4,10938,sell,yes
75,3,73,10719,3,10938,buy,yes
76,3,73,10646,4,10938,no trade,yes
77,3,73,10646,4,10938,buy,yes
78,3,77,10573,5,10958,buy,yes
79,3,77,10496,6,10958,sell,yes
80,3,77,10573,5,10958,buy,no
81,3,80,10496,6,10976,no trade,yes
82,3,76,10496,6,10952,buy,yes
83,3,80,10420,7,10980,sell,yes
84,3,72,10500,6,10932,no trade,yes
85,3,75,10500,6,10950,sell,no
86,3,68,10575,5,10915,sell,yes
87,3,68,10643,4,10915,buy,no
88,3,68,10575,5,10915,no trade,yes
89,3,68,10575,5,10915,buy,yes
90,3,72,10507,6,10939,sell,yes
91,3,65,10579,5,10904,no trade,yes
92,3,67,10579,5,10914,sell,no
93,3,61,10646,4,10890,no trade,no
94,3,63,10646,4,10898,sell,no
95,3,57,10709,3,10880,buy,no
96,3,60,10652,4,10892,no trade,yes
97,3,60,10652,4,10892,buy,yes
98,3,60,10592,5,10892,no trade,yes
99,3,62,10592,5,10902,sell,no
100,3,56,10654,4,10878,no trade,no
101,3,58,10654,4,10886,,
