Trials,MarketCondition,StockPrice,p1Cash,p1Stock,p1TotalAsset,p1Decision,p1ChechHistory
1,1,100,10000,10,11000,sell,no
2,1,97,10100,9,10973,sell,no
3,1,93,10197,8,10941,buy,no
4,1,93,10104,9,10941,sell,no
5,1,93,10197,8,10941,sell,no
6,1,93,10290,7,10941,sell,no
7,1,93,10383,6,10941,buy,no
8,1,93,10290,7,10941,sell,no
9,1,93,10383,6,10941,sell,no
10,1,93,10476,5,10941,buy,no
11,1,98,10383,6,10971,buy,no
12,1,98,10285,7,10971,sell,no
13,1,94,10383,6,10947,buy,no
14,1,99,10289,7,10982,sell,no
15,1,95,10388,6,10958,sell,no
16,1,95,10483,5,10958,sell,no
17,1,93,10578,4,10950,buy,no
18,1,98,10485,5,10975,sell,no
19,1,94,10583,4,10959,buy,no
20,1,97,10489,5,10974,sell,no
21,2,93,10586,4,10958,buy,no
22,2,103,10493,5,11008,sell,no
23,2,98,10596,4,10988,sell,no
24,2,94,10694,3,10976,buy,no
25,2,94,10600,4,10976,buy,no
26,2,94,10506,5,10976,sell,no
27,2,90,10600,4,10960,buy,no
28,2,100,10510,5,11010,sell,no
29,2,95,10610,4,10990,sell,no
30,2,91,10705,3,10978,buy,no
31,2,97,10614,4,11002,sell,no
32,2,93,10711,3,10990,sell,no
33,2,91,10804,2,10986,buy,no
34,2,101,10713,3,11016,sell,no
35,2,96,10814,2,11006,sell,no
36,2,92,10910,1,11002,buy,no
37,2,98,10818,2,11014,sell,no
38,2,94,10916,1,11010,buy,no
39,2,100,10822,2,11022,sell,no
40,2,95,10922,1,11017,sell,no
41,2,93,11017,0,11017,buy,no
42,2,103,10924,1,11027,sell,no
43,2,98,11027,0,11027,no trade,no
44,2,98,11027,0,11027,buy,no
45,2,104,10929,1,11033,sell,no
46,2,99,11033,0,11033,buy,no
47,2,105,10934,1,11039,sell,no
48,2,100,11039,0,11039,no trade,no
49,2,100,11039,0,11039,no trade,no
50,2,100,11039,0,11039,no trade,no
51,2,100,11039,0,11039,buy,no
52,2,106,10939,1,11045,sell,no
53,2,103,11045,0,11045,no trade,no
54,2,103,11045,0,11045,no trade,no
55,2,110,11045,0,11045,no trade,no
56,2,107,11045,0,11045,no trade,no
57,2,107,11045,0,11045,buy,no
58,2,118,10938,1,11056,sell,no
59,2,113,11056,0,11056,buy,no
60,2,125,10943,1,11068,sell,no
61,3,119,11068,0,11068,buy,no
62,3,125,10949,1,11074,no trade,no
63,3,125,10949,1,11074,buy,no
64,3,129,10824,2,11082,buy,no
65,3,129,10695,3,11082,buy,no
66,3,136,10566,4,11110,sell,no
67,3,123,10702,3,11071,buy,no
68,3,130,10579,4,11099,sell,no
69,3,117,10709,3,11060,no trade,no
70,3,121,10709,3,11072,sell,no
71,3,109,10830,2,11048,buy,no
72,3,113,10721,3,11060,buy,no
73,3,117,10608,4,11076,buy,no
74,3,123,10491,5,11106,sell,no
75,3,111,10614,4,11058,buy,no
76,3,117,10503,5,11088,sell,no
77,3,110,10620,4,11060,no trade,no
78,3,110,10620,4,11060,buy,no
79,3,114,10510,5,11080,sell,no
80,3,114,10624,4,11080,sell,no
81,3,103,10738,3,11047,buy,no
82,3,109,10635,4,11071,buy,no
83,3,115,10526,5,11101,buy,no
84,3,115,10411,6,11101,sell,no
85,3,115,10526,5,11101,sell,no
86,3,109,10641,4,11077,buy,no
87,3,115,10532,5,11107,sell,no
88,3,104,10647,4,11063,buy,no
89,3,108,10543,5,11083,buy,no
90,3,108,10435,6,11083,sell,no
91,3,108,10543,5,11083,buy,no
92,3,112,10435,6,11107,sell,no
93,3,101,10547,5,11052,buy,no
94,3,107,10446,6,11088,sell,no
95,3,97,10553,5,11038,buy,no
96,3,102,10456,6,11068,sell,no
97,3,92,10558,5,11018,buy,no
98,3,95,10466,6,11036,buy,no
99,3,98,10371,7,11057,buy,no
100,3,101,10273,8,11081,sell,no
101,3,95,10374,7,11039,,
